case_id,court_type,case_type,document_text,num_words,num_sentences,avg_sentence_length,num_clauses,risk_score,contains_penalty_clause,contains_liability_clause,contains_arbitration_clause,legal_complexity_score,readability_score,tfidf_feature_1,tfidf_feature_2,tfidf_feature_3,named_entities_count,judgement_length,risk_label
CASE_113,Supreme,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1103,120,14.033946113988655,6,0.44100951041687353,1,1,1,0.9070026569401761,91.58532116489239,0.31648387399716116,0.22775213971873087,0.5161745783373309,12,1392,Low
CASE_114,District,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1754,116,21.205723630673127,12,0.9373811517887966,1,1,0,0.513016608786771,93.2254499100594,0.4515991878158445,0.6777414674433976,0.29234397710464743,1,2460,Medium
CASE_115,High,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1942,105,19.353577407542154,6,0.44740983848651894,1,0,1,0.8699132387973606,62.83264826671835,0.8039390008777976,0.9391414267628279,0.9225804631839115,5,3564,Medium
CASE_116,Supreme,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1371,144,21.369509066068463,19,0.5727072743405888,0,0,1,0.16705216235623166,88.6599066750366,0.5600942276728985,0.8832932865408911,0.6665078708778404,7,1248,Low
CASE_117,Supreme,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1321,94,24.078076446220727,7,0.23973901389905006,0,1,1,0.6917869696024811,43.976884981620515,0.024760665439528595,0.2260012092329039,0.666715096845256,8,1718,Medium
CASE_118,Supreme,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1962,98,18.59039290980181,33,0.47668227860586865,0,1,0,0.46871617981845537,97.04889016851071,0.8590854759599957,0.5912013468636282,0.7739199713209394,9,3094,High
CASE_119,High,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1191,127,23.713556518700024,32,0.3374860189768685,0,1,1,0.32936884028588076,28.596156289942755,0.7800023519610502,0.1185430048017505,0.7311644717006046,11,1671,Low
CASE_120,High,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",870,130,14.694614648454245,47,0.7054325914615264,0,1,0,0.5531481825268729,46.62686814213581,0.28544935512565617,0.4320461367197672,0.8659671886901483,15,4165,Medium
CASE_121,High,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1573,133,13.088318592415565,22,0.9232609546637524,1,1,1,0.509541409821236,21.97944883515508,0.612805152354485,0.2653141179012036,0.35579685376856796,10,4219,Medium
CASE_122,High,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1562,23,18.86010526440058,11,0.045776715209124186,0,1,0,0.5833104131794609,4.959677689150521,0.6200282896110728,0.05193974786915645,0.8345582025693633,16,2688,High
CASE_123,Supreme,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1755,103,13.792978269960324,34,0.28089427202208517,0,1,1,0.15263772989145408,69.41891285250531,0.11678965242884576,0.036594171770671924,0.7578598652047477,11,4750,Low
CASE_124,District,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",780,75,22.687384872688877,37,0.9527557072950074,0,0,1,0.18936164824574542,24.4901674008581,0.14184784690062935,0.8403471830632316,0.33424351746135283,10,3488,High
CASE_125,District,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1080,65,16.564268591529654,48,0.9829735193439795,1,0,1,0.04175274252770933,50.25284239226392,0.5391326955376532,0.4169126274111151,0.9721418821739559,15,2663,Medium
CASE_126,High,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",431,52,24.9002593605018,14,0.7901815157499189,1,1,1,0.24589788333888885,90.22408607531733,0.27985940711507507,0.21427716281890097,0.8015189809022627,17,1276,High
CASE_127,High,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1031,147,13.284506625356274,44,0.27076129781657854,0,0,1,0.39214800323574817,51.42406246358582,0.9641202282020068,0.36456498472003607,0.7003040937747615,12,1198,High
CASE_128,High,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1058,56,11.707124587441722,5,0.6937873078374492,0,1,0,0.624658163859201,1.8415111025030795,0.9356905743660652,0.6959211533706665,0.044469425354278114,2,3834,Low
CASE_129,Supreme,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1035,115,12.017149929262061,35,0.583709221699198,1,1,0,0.8055421976140748,18.71809417418262,0.24215309016613396,0.3356443352693833,0.9593959852571365,19,999,High
CASE_130,Supreme,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",609,30,14.73174113443443,12,0.17794742031129174,0,0,1,0.10717479873905944,2.9243940624680276,0.32224175706255176,0.9410734117406812,0.43279298831229673,2,2510,Medium
CASE_131,Supreme,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1418,142,12.880154361125294,30,0.9228885954662823,0,1,1,0.8306176208713405,17.981208390634194,0.5515005634804411,0.6902709261160487,0.6188829093424484,10,1579,Low
CASE_132,Supreme,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",322,50,23.63019108583659,38,0.7632927052133387,1,0,0,0.008091325571657815,64.22951573127523,0.11178090618702619,0.7863178028598488,0.3652521293621952,11,1363,Medium
CASE_133,District,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",276,117,21.913840658334887,33,0.06792969305330632,0,1,0,0.49066791007324717,94.28871647254901,0.05768570707889953,0.904123057604033,0.02873857966718607,15,2682,Low
CASE_134,District,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1499,83,18.29899279705034,48,0.9073553422220544,1,1,1,0.7741693101801472,6.014794258595657,0.9870143741907121,0.2081695809945805,0.23159879442558962,10,2519,Low
CASE_135,Supreme,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1052,20,21.843859173879576,25,0.7388563574907211,0,1,0,0.14826094053791683,69.03629072193996,0.30156694134314777,0.6799408452018672,0.9076423805846954,6,1634,High
CASE_136,Supreme,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",473,51,10.216567142252709,30,0.25307609743130544,1,1,0,0.5000057544044839,55.988213550316516,0.2334100585156711,0.32286341358407955,0.39714513943647967,17,2571,High
CASE_137,Supreme,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1317,68,14.879838661404733,28,0.7579911026276309,1,1,1,0.1311488763205133,72.96878610903507,0.7128972234739338,0.8952478033389147,0.6213321568419499,10,4547,Low
CASE_138,High,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1014,148,17.002587982510782,8,0.8417412171224729,1,0,0,0.6706037102567269,89.61914713686448,0.931534213294971,0.9643991957041699,0.5520965312042744,12,2184,Medium
CASE_139,Supreme,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",788,28,18.70737253573704,36,0.2276113272753666,0,0,1,0.017212933799833574,65.96083406444129,0.7605635577347227,0.7808598876109313,0.5171974335233368,8,3857,Low
CASE_140,Supreme,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1357,107,23.699199392946234,32,0.5079970111051749,1,1,1,0.4209165622528851,15.47455454457518,0.0730438020627655,0.7892841179858839,0.6948380930838852,19,732,High
CASE_141,Supreme,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",374,26,16.727882997692227,32,0.9151257281631621,0,0,0,0.848925419043172,75.62385161915658,0.7054449345362788,0.06474328991607248,0.9375343370157554,9,3084,Low
CASE_142,Supreme,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",283,53,15.583801257934908,11,0.6931285788707328,0,0,0,0.2770225858113202,64.06582307281649,0.1802517571051817,0.28159924315465523,0.15467687368862182,13,3710,High
CASE_143,District,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",970,136,18.48161191003109,23,0.3081623167622073,1,1,1,0.7483143438303441,66.10748623176667,0.17488193181720757,0.20844027084656747,0.7921888987030724,11,2427,Medium
CASE_144,District,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",757,52,22.909425963567738,37,0.5818855643788986,1,0,0,0.5097802933403839,73.29048344186614,0.14658280865432394,0.16664366134553332,0.6278732364238386,7,4506,Low
CASE_145,High,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",268,111,15.212046483591962,26,0.19909879650545326,1,0,0,0.5088700654813939,45.63918344351594,0.006029176158444893,0.6401708159183296,0.0059213089306600075,1,1933,Medium
CASE_146,Supreme,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",326,104,16.81141772130435,12,0.707747778311432,1,1,1,0.24222045046810814,88.11325323785286,0.8821399047282475,0.18682632190106674,0.009024593525450264,1,3888,Medium
CASE_147,District,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",295,13,13.522759916946434,33,0.7072267925460558,0,1,0,0.8378586720589838,4.902309538385186,0.7778720733223894,0.911312190297699,0.7424800253938615,4,624,Medium
CASE_148,Supreme,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",550,62,10.415555375189749,48,0.639141482971907,1,0,0,0.9928249556290746,89.92424417534323,0.9186746244173052,0.4406526883081233,0.11306178695921243,1,4863,Medium
CASE_149,Supreme,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",611,34,24.404988655202985,39,0.7285930880655006,0,1,0,0.27773060474807865,5.08533312706766,0.6108899900163984,0.1105052475825481,0.7108064950259594,2,4770,Medium
CASE_150,District,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1103,85,15.6168818313478,35,0.38124853399950975,1,1,0,0.6381941500039859,39.69564777648088,0.4039548234292888,0.38805898736795785,0.3103340321298209,19,3238,High
CASE_151,High,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1384,100,17.33901289486107,12,0.25555160616350514,1,1,1,0.07665736889851016,81.71270942250344,0.5107854103272188,0.816844766580477,0.3796606239350413,4,4058,High
CASE_152,District,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",900,107,19.33248579546805,39,0.15542271839684774,1,1,1,0.4768170073628619,80.35430256431401,0.08151182441729565,0.7290384577185609,0.8180191816855772,19,784,Low
CASE_153,Supreme,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1174,113,11.92606315156289,41,0.225570137307757,1,1,1,0.02939161153850256,34.606435651365196,0.6546897431183346,0.7603725316415293,0.9198223608760365,6,3736,Low
CASE_154,High,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",209,107,16.290082414839517,41,0.8392085687184475,1,1,0,0.23452450713876472,42.82556900278943,0.9487981690960026,0.08621130139664179,0.12189282553570568,7,3754,Medium
CASE_155,Supreme,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",773,65,10.707215176376511,47,0.8258656212579378,0,1,1,0.4675577291235534,59.456704314010345,0.13912410958864596,0.5914512789801453,0.5934151193824868,1,3350,Low
CASE_156,High,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1569,147,20.93817777033386,6,0.42797897151125763,0,1,1,0.5436679153623125,74.15336873497557,0.4390203325515356,0.7840793671870525,0.09032391131767337,14,3569,High
CASE_157,High,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",223,49,13.231575387770476,18,0.46223791201474274,1,1,1,0.13216915009595143,23.861296874172755,0.5025191611369278,0.459059690031165,0.9102415404024861,1,3931,High
CASE_158,High,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1114,24,22.537795104451295,42,0.5061954431813286,1,0,1,0.8030202099673441,97.83261165506542,0.9652635937941522,0.07177532533764941,0.5508191582178208,19,3319,Medium
CASE_159,District,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1532,48,13.609584884401551,24,0.5574684125709923,0,0,1,0.6187618011843751,36.10737084947559,0.44773274823392883,0.7356977554302152,0.5445216133421596,2,4738,High
CASE_160,District,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1890,60,24.873537687256405,49,0.44200121928563774,1,0,1,0.30450626117246393,39.258677785221195,0.7160090240385679,0.024890274202823637,0.3594971899145689,14,614,Low
CASE_161,High,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1814,78,21.990296467202292,47,0.39744469672121097,0,1,1,0.03861432180502,80.572549872122,0.3105360224501662,0.7054689272387444,0.8693321714156103,18,3984,Medium
CASE_162,District,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",839,122,22.639946358795545,30,0.3655423361850677,0,0,0,0.7368258983496493,1.38033613680274,0.6178080321250258,0.28878753558474324,0.8510397063842912,10,3483,Low
CASE_163,High,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",247,107,13.0018419553693,43,0.8921849167343018,1,1,0,0.2263446128226928,9.446097295770194,0.42412288916966057,0.6741637469018323,0.4998491375238985,9,3310,Low
